address,price,price_m2,bathrooms,size_construction,size,rooms,description,planta,exterior,preservation,floor_type,last_updated
El Raval (Distrito Ciutat Vella. Barcelona Capital),2.000 €, 28  €/m²,: Bajo,: 70 m² ,: 2,: 1,"
            Este moderno apartamento está situado en la calle de Gutenberg. La combinación de detalles acogedores y modernos, así como el mobiliario, crean un ambiente encantador y a la vez hogareño en el apartamento. Dispone de 2 amplios dormitorios con 1 cama doble o 1 cama de matrimonio y 1 baño.",: IF76306-I-00KHSV-W-02QYJX,,,,"
                Actualizado el 03/11/2023
            "
El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital),1.790 €, 10  €/m²,: Bajo,: 167 m² ,: 3,: 2,"
            Este bonito piso ofrece mucha luz natural y vistas despejadas a la Plaza de la Vila de Madrid. ",: IF76306-I-00K8IE-W-02P6LC,,,,"
                Actualizado el 05/11/2023
            "
La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital),2.300 €, 30  €/m²,: 1,: 75 m² ,: 75 m² ,: 2,"
            Referencia RS0071",: 6ª,,: Reformado,,"
                Actualizado el 18/10/2023
            "
La Creu Alta (Sabadell),760 €, 10  €/m²,: 1,: 71 m² ,: 62 m² ,: 2,"
            Este encantador piso, ubicado en la deseada zona de Creu Alta y en proximidad al Consorci Taulí, te ofrece una cómoda distribución y un ambiente acogedor. Sus características destacadas incluyen:",: 1ª,: SA892-7777/4521,,,"
                Actualizado el 05/11/2023
            "
El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital),4.350 €, 20  €/m²,: Bajo,: 213 m² ,: 3,: 2,"
            Contrato temporal de 3 a 11 meses renovables.",: IF76306-I-00KF58-W-02QVFO,,,,"
                Actualizado el 03/11/2023
            "
Sant Pere-Santa Caterina-La Ribera (Distrito Ciutat Vella. Barcelona Capital),2.755 €,,: 2,: 142 m² ,: 130 m² ,: 3,"
            En pleno centro de Barcelona, junto a la Plaça Urquinaona, disponibles dos pisos de tres dormitorios en finca regia. ",,: En buen estado,: EP868-6409,,"
                Actualizado el 27/10/2023
            "
Sallent,475 €, 10  €/m²,: 1,: 45 m² ,: 45 m² ,: 1,"
            Superficie total 45 m², piso superficie útil 45 m², habitaciones dobles: 1, 1 baño, agua, armarios empotrados (sin especificar), calefacción (sin especificar), cocina, comedor, estado conservación: buen estado, gas, luz, amueblado, suelos: sin especificar, vidrios dobles, nivel energético de emisiones:  E, 37, nivel energético de consumo:  E, 175.
        ",: Bajo,: En buen estado,: 500010-000430,,"
                Actualizado el 10/10/2023
            "
Sant Vicenç de Montalt,3.300 €,,: XA642-3101,: 303 m² ,: 4,: 4,"
            Costa de Barcelona · El Maresme · Sant Vicenç de Montalt",,,,,"
                Actualizado el 04/10/2023
            "
El Poble-sec (Distrito Sants-Montjuïc. Barcelona Capital),1.845 €, 20  €/m²,: Bajo,: 90 m² ,: 3,: 1,"
            Piso reformado, nuevo a estrenar, totalmente amueblado, con balcones en Poblesec.",: IF76306-I-00KRSK-W-02TORO,,,,"
                Actualizado el 03/11/2023
            "
Pedralbes (Distrito Les Corts. Barcelona Capital),4.261 €,,: 4,: 165 m² ,: 148 m² ,: 4,"
            Vivienda en primera planta en un complejo residencial rodeado de jardines, con piscina comunitaria en la azotea y parkings.",: Más de 2,: En buen estado,: EP868-6438,,"
                Actualizado el 27/10/2023
            "
El Poblenou (Distrito Sant Martí. Barcelona Capital),2.500 €, 21  €/m²,: Bajo,: 116 m² ,: 3,: 2,"
            Confortable dúplex de 100 metros habitables más terraza de 20 metros. Situado a 500 metros de la playa de la Mar Bella del Poblenou. Totalmente amueblado y equipado para una confortable estancia. (También se puede alquilar sin muebles). Consta de 2 habitaciones dobles (1 en suite)  y 1 habitación  individual que está habilitada como vestidor, 1 salón-comedor cómodo y acogedor con salida a la estupenda terraza de 20 metros, 1 amplia cocina  totalmente equipada con todos los electrodomésticos de alta gama , frigorífico, lavadora, lavavajillas, horno, encimera,  1 segundo lavabo con ducha y una práctica galeria exterior de 10 metros. Vivienda totalmente reformada con materiales de primera calidad,  suelos de mármol , ventanas con doble vidrio,  Para su total comodidad, el piso también dispone de instalación de fibra óptica,  calefacción y aire acondicionado por conductos,  puerta blindada,  ascensor. 1 plaza de parking incluida en el precio. Piso tranquilo y silencioso, excelente para parejas, familias o personas solas, al lado del mar,  ideal para sentirse todo el año de vacaciones.",: En buen estado,: IF76306-I-00KS80-W-02TRZT,,,"
                Actualizado el 03/11/2023
            "
Castellar del Vallès,1.350 €,,: 3,: 192 m² ,: 180 m² ,: 3,"
            NOVA FINQUES Comercializa en EXCLUSIVA encantadora casa de 192,70m² según catastro en zona Casco Antiguo en Castellar del Vallés. ",: SA3386-CDV14135A/8710,,,,"
                Actualizado el 18/10/2023
            "
Port (Badalona),1.700 €, 17  €/m²,: Bajo,: 96 m² ,: 3,: 2,"
            Exclusivo piso de obra nueva, listo para estrenar. Con una superficie de 96 metros cuadrados, cada rincón de esta vivienda ha sido diseñado pensando en el confort y el lujo contemporáneo.",: En buen estado,: IF76306-I-00KQSG-W-02T1QL,,,"
                Actualizado el 03/11/2023
            "
La Vila de Gràcia (Distrito Gràcia. Barcelona Capital),2.300 €,,: En buen estado,: 153 m² ,: 2,: 2,"
            Magnifico piso  orientado a los 4 vientos.",: IF6819-105 GRACIA I,,,,"
                Actualizado el 26/10/2023
            "
El Camp d'en Grassot-Gràcia Nova (Distrito Gràcia. Barcelona Capital),1.200 €, 28  €/m²,: 1,: 42 m² ,: 37 m² ,: 1,"
            REF. 000385E",: 3ª,,: Más de 50 años,,"
                Actualizado el 03/11/2023
            "
El Raval (Distrito Ciutat Vella. Barcelona Capital),2.900 €, 29  €/m²,: Bajo,: 100 m² ,: 2,: 1,"
            Precioso apartamento de dos dormitorios y un baño Tiene una gran terraza. El apartamento se alquila equipado y con los suministros incluidos",: En buen estado,: IF76306-I-00KGSL-W-02R5GX,,,"
                Actualizado el 03/11/2023
            "
La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital),1.650 €, 22  €/m²,: Bajo,: 75 m² ,: 2,: 1,"
            Apartamento amueblado de dos habitaciones dobles y un baño con ducha.",: En buen estado,: IF76306-I-00KS4P-W-02TMXS,,,"
                Actualizado el 03/11/2023
            "
El Raval (Distrito Ciutat Vella. Barcelona Capital),1.390 €, 21  €/m²,: 1,: 65 m² ,: 65 m² ,: 2,"
            REF: 006056",: 4ª,,: Más de 50 años,,"
                Actualizado el 03/11/2023
            "
Centre (Distrito Centre-Covadonga. Sabadell),1.150 €, 8  €/m²,: 1,: 132 m² ,: 84 m² ,: 3,"
            Alquiler de Piso en planta baja, en Centro junto a Escola Pia",: Bajo,: SA892-7994/4521,,,"
                Actualizado el 05/11/2023
            "
El Poblenou (Distrito Sant Martí. Barcelona Capital),2.200 €, 25  €/m²,: 2,: 88 m² ,: 80 m² ,: 3,"
            Referencia SL0216",: Entresuelo,,: Reformado,,"
                Actualizado el 27/10/2023
            "
El Guinardó (Distrito Horta-Guinardó. Barcelona Capital),2.000 €, 15  €/m²,: Bajo,: 127 m² ,: 3,: 3,"
            Espectacular dúplex de obra nueva, listo para entrar a vivir.",: IF76306-I-00KRFZ-W-02TKJJ,,,,"
                Actualizado el 03/11/2023
            "
La Maternitat-Sant Ramon (Distrito Les Corts. Barcelona Capital),1.250 €, 23  €/m²,: Bajo,: 54 m² ,: 1,: 1,"
            Planta baja muy bonita, recién reformada, todo nuevo, con cédula de habitabilidad y CEE, ideal como vivienda o vivienda/despacho, 54 m2, 1 habitación exterior, 1 baño con ducha, sin muebles, amplio salón comedor con cocina integrada, sin electrodomésticos, patio interior de 10 m2, zona comunitaria con hierba artificial y piscina, carpintería de aluminio con doble cristal Climalit y rejas de seguridad. Barrio residencial muy agradable, cerca del campo del Barça, colegios y a un paso de la Diagonal. Alquilable solamente para largas estancias, contrato de 5 años, siendo ideal para parejas. Muy tranquilo y exclusivo.",: En buen estado,: IF76306-I-00KOT9-W-02SV27,,,"
                Actualizado el 03/11/2023
            "
Gavà Mar (Gavà),1.350 €, 15  €/m²,: 2,: 85 m² ,: 70 m² ,: 3,"
            Fantástico piso completamente actualizado,  en segunda línea de playa en Gavà Mar. ",: 1ª,: En buen estado,: SA2911-AC2023104,,"
                Actualizado el 04/11/2023
            "
Els Hostalets de Balenyà (Balenyà),800 €, 8  €/m²,: 2,: 98 m² ,: 88 m² ,: 3,"
             ¡Bienvenido a nuestro espectacular piso en Balenyà! Si estás buscando un lugar con todas las comodidades para vivir, no puedes dejar pasar la oportunidad de visitar esta increíble propiedad. Permítenos guiarte a través de un recorrido virtual por cada uno de los encantos que este inmueble tiene para ofrecerte.Al ingresar a la vivienda, quedará patente la amplitud que caracteriza cada uno de sus 88 metros cuadrados útiles, distribuidos en una planta 03 de un edificio construido en el año 2008, el cual cuenta con un ascensor para tu comodidad. La luz natural inunda cada rincón de este cálido hogar, gracias a las ventanales que rodean el piso.Este maravilloso piso consta de tres espaciosas habitaciones, ideales para acoger a tu familia y amigos. Además, cuenta con un luminoso salón que te brinda el espacio perfecto para relajarte y disfrutar de agradables momentos. ¿Y qué decir de su magnífico balcón? Aquí podrás deleitarte con las incomparables vistas que la localidad de Balenyà tiene para ofrecerte.Con respecto a los servicios, nos complace compartir que tanto el tren como el autobús se encuentran a tan solo unos pasos de la propiedad. Esto proporciona una conexión rápida y fácil a todas las zonas circundantes, lo que te permitirá desplazarte con total libertad.Además, para aquellos que valoran la proximidad a la naturaleza, Balenyà es el lugar perfecto. Rodeado de hermosos parques y espacios verdes, podrás disfrutar de largos paseos al aire libre y hacer ejercicio en un entorno idílico.Para tu comodidad, este magnífico piso se entrega completamente amueblado, lo que significa que no tendrás que preocuparte por realizar ninguna compra adicional. Aquí encontrarás todo lo necesario para comenzar a disfrutar de tu nuevo hogar desde el primer día.Si tienes alguna pregunta o duda acerca de esta maravillosa propiedad, no dudes en contactar a nuestro agente Juan Pares. Él es un experto en este inmueble y estará encantado de responder a todas tus inquietudes.En resumen, este piso en Balenyà es una oportunidad única que no puedes dejar escapar. Con sus tres habitaciones, su luminoso salón, su magnífico balcón y su cercanía a los servicios de transporte, esta propiedad se convierte en la elección perfecta para aquellos que buscan un lugar cómodo y bien ubicado.Nos encantaría mostrarte este inmueble en persona, realizar una visita guiada para que puedas apreciar todos los detalles que no pueden describirse con palabras. No pierdas más tiempo y contáctanos para concertar una visita. ¡No te arrepentirás! .
        ",: 3ª,,: Entre 10 y 20 años,,"
                Actualizado el 22/10/2023
            "
Centre (Mataró),1.400 €, 14  €/m²,: Bajo,: 95 m² ,: 3,: 2,"
            Construido en el año 2020, seminuevo y en excelente estado. Cuenta con un total de 3 habitaciones, una de las cuales tipo suite. Además, hay otro baño adicional en la vivienda. Hogar ideal para familias de 4.",: En buen estado,: IF76306-I-00KR0P-W-02TABP,,,"
                Actualizado el 03/11/2023
            "
La Vila de Gràcia (Distrito Gràcia. Barcelona Capital),5.770 €, 72  €/m²,: Bajo,: 80 m² ,: 3,: 2,"
            Alquila este precioso apartamento con servicios incluidos a pocas manzanas del Paseo de Gracia con Diagonal, una de las mejores zonas de Barcelona, disfruta de los encantos que tiene el barrio de gracia y del esplendor del Eixample, disfruta de la calle peatonal del ayuntamiento de centenares llena de bares, restaurantes y tiendas de barrio.",: En buen estado,: IF76306-I-00KSFJ-W-02TVBU,,,"
                Actualizado el 03/11/2023
            "
Sant Pol de Mar,3.000 €,,: 5,: 448 m² ,: 408 m² ,: 822 m² ,"
            Presentamos esta casa a cuatro vientos, situada en una zona residencial tranquila cerca de los servicios, comercios y de las hermosas playas y calas del pueblo de Sant Pol de mar.",: 5,: SA1393-PH102844/3699,,,"
                Actualizado el 03/11/2023
            "
El Poblenou (Distrito Sant Martí. Barcelona Capital),4.000 €, 24  €/m²,: Bajo,: 165 m² ,: 4,: 3,"
            Este piso de alquiler cuenta con un diseño moderno y espacioso que te hará sentir como en casa desde el momento en que entras. Las 4 habitaciones ofrecen un amplio espacio para acomodar a toda tu familia o invitados, y los 3 baños completos garantizan comodidad y privacidad para todos los residentes.",: En buen estado,: IF76306-I-00KQRU-W-02TEU1,,,"
                Actualizado el 03/11/2023
            "
El Poblenou (Distrito Sant Martí. Barcelona Capital),3.000 €, 42  €/m²,: Bajo,: 70 m² ,: 2,: 2,"
            Great floor finely decorated dining room, open kitchen concept, fully equipped.",: IF76306-I-00KEM7-W-02OGY4,,,,"
                Actualizado el 03/11/2023
            "
La Teixonera (Distrito Horta-Guinardó. Barcelona Capital),2.600 €, 10  €/m²,: 3,: 240 m² ,: 235 m² ,: 5,"
            Referencia SL0195",: 4ª,,,,"
                Actualizado el 27/10/2023
            "
Sant Gervasi-Galvany (Distrito Sarrià-Sant Gervasi. Barcelona Capital),7.200 €,,: 6,: 256 m² ,: 221 m² ,: 3,"
            Su exclusiva ubicación ofrece algunos de los mejores restaurantes y tiendas de la ciudad, igual que monumentos tan emblemáticos como la Casa Batlló y la Sagrada Familia. Zona conocida por su gran valor arquitectónico y cultural, eje de la actividad comercial de calidad.",: AG165-AP5174,,,,"
                Actualizado el 03/11/2023
            "
Les Corts (Distrito Les Corts. Barcelona Capital),2.100 €, 16  €/m²,: Bajo,: 125 m² ,: 3,: 2,"
            Espectacular piso con terraza, recientemente reformado y muy tranquilo en Les Corts. El piso tiene aprox. 125 m2 y se alquila sin amueblar. La carpintería exterior y la instalación eléctrica de toda la propiedad ha sido reformada, así como el segundo baño.  Dispone de un gran salón-comedor de unos 30m2 muy luminoso que conduce a una disfrutable terraza de aprox 15m2. La cocina office es muy grande y tiene espacio para comer y tiene un lavadero aparte. El piso tiene 3 habitaciones: 2 dormitorios dobles y un dormitorio individual grande. El dormitorio principal es exterior y tiene un gran vestidor y un baño completo. La segunda habitación doble y la habitación individual tienen armarios empotrados. También encontramos un gran armario en el distribuidor. Calefacción de gas, aire acondicionado Split en el salón y suelos de parquet. Incluidas dos plazas de parking DOBLES en el mismo edificio (en realidad son 4). La finca dispone de ascensor y portero todo el día. Recién pintado.",: En buen estado,: IF76306-I-00KJGE-W-02MVLE,,,"
                Actualizado el 03/11/2023
            "
